0,291.9723179
1,289.7779236
2,287.7968096
3,285.4533726
4,281.5741274
5,283.6624647
6,281.8748992
7,281.116715
8,281.0714709
9,278.2057974
10,278.794822
11,278.5917602
12,278.4311242
13,277.9526801
14,279.5212404
15,278.7457366
16,279.2360698
17,281.1749169
18,280.4939929
19,282.1926967
20,281.2544611
21,281.7429472
22,282.490664
23,283.9144916
24,283.4157419
25,284.6203063
26,289.860516
27,287.2709999
28,287.0939588
29,289.0810073
30,289.8007648
31,290.5929611
32,291.556631
33,292.5018142
34,284.8851161
35,293.8610087
36,294.000258
37,295.9945703
38,298.4262857
39,299.7071464
40,297.5720407
41,300.7799364
42,301.6706005
43,302.1498689
44,303.1403984
45,305.5137489
46,298.2020204
47,306.9507996
48,307.1481267
49,310.2809499
50,310.1313942
51,311.2054201
52,312.7396748
53,314.9404709
54,315.3834981
55,316.4080727
56,315.186925
57,316.8138596
58,317.2669689
59,318.2612568
60,317.1484102
61,318.5491129
62,320.002029
63,319.8418263
64,322.2701087
65,322.9654588
66,322.8068235
67,323.3117538
68,322.6283213
69,322.7460549
70,323.4150763
71,322.3744997
72,323.2222822
73,313.3439085
74,322.3392631
75,322.1116346
76,321.2162526
77,322.824824
78,323.0217321
79,320.3219038
80,323.1306821
81,323.780979
82,323.5114052
83,322.3134052
84,320.7322771
85,321.8563988
86,322.1050833
87,321.0378271
88,319.2474342
89,319.3042879
90,318.1449699
91,316.6171549
92,316.9107654
93,314.7277103
94,308.7479341
95,316.7504478
96,315.8288488
97,315.075233
98,314.2242921
99,315.8517408
100,316.5026416
101,316.2242298
102,316.8370791
103,315.4352591
104,314.8899508
105,315.086634
106,316.687459
107,314.9199579
108,315.4484631
109,315.3893911
110,315.5555127
111,314.3987845
112,313.7811288
113,319.6595088
114,310.7952987
115,313.0462334
116,312.9583066
117,313.4226877
118,314.0417806
119,310.6501098
120,312.3288717
121,312.416524
122,312.0162228
123,312.6278931
124,313.5066769
125,314.0038062
126,314.2391231
127,316.3420798
128,314.7512428
129,314.5005208
130,314.3329506
131,315.5410198
132,315.9717526
133,314.1402423
134,316.3510624
135,315.8313983
136,316.4426419
137,317.181864
138,317.7901021
139,318.5877488
140,318.0215677
141,318.5338053
142,317.2554199
143,317.2377863
144,315.6968088
145,315.7887791
146,315.5864271
147,315.7482504
148,314.4327175
149,314.8665291
150,314.7041714
151,314.4932497
152,313.6473833
153,313.5683564
154,314.9478707
155,315.1105328
156,316.1227423
157,308.9484974
158,315.4986938
159,317.4910977
160,315.3188284
161,316.6457384
162,317.0180754
163,316.7595206
164,317.0774483
165,316.6950236
166,315.5536131
167,314.2021335
168,313.7563561
169,319.0972534
170,312.8403742
171,311.6607922
172,314.2002798
173,313.9968096
174,313.8197156
175,312.6801355
176,310.0966364
177,308.0786173
178,307.5080094
179,306.7827387
180,308.3345264
181,308.6468104
182,308.1416701
183,308.9169842
184,309.4943698
185,311.8412868
186,314.2571954
187,315.2376178
188,316.4069224
189,317.4079064
190,317.2217096
191,320.6782453
192,322.9070456
193,327.5816863
194,330.4370383
195,333.3709714
196,333.5930947
197,337.1871965
198,339.7269361
199,341.5462223
200,342.020784
201,342.2381782
202,340.2880708
203,339.617073
204,337.3140723
205,337.1835559
206,337.5190321
207,337.0976064
208,335.3344493
209,333.4788472
210,331.8062415
211,326.2931988
212,325.0392644
213,319.7806806
214,317.7225517
215,315.1643746
216,312.4919634
217,308.9478653
218,307.8034397
219,305.4449205
220,304.994547
221,304.2571949
222,304.5364589
223,302.7949507
224,301.4159008
225,300.5223538
226,296.1762076
227,300.0175309
228,301.1572397
229,303.5934073
230,303.944276
231,304.0195498
232,302.2134036
233,300.3606579
234,301.0792931
235,303.0627414
236,306.4154416
237,308.5322976
238,308.6509486
239,307.639244
240,301.8954427
241,299.7120424
242,297.8867283
243,295.9067138
244,292.8731769
245,288.8889817
246,286.2597247
247,291.2354725
248,302.2192049
249,330.6249566
250,368.9203535
251,419.0037482
252,470.9414749
253,529.8939342
254,593.7564769
255,663.6027118
256,730.9230252
257,786.9252659
258,825.2026568
259,825.5880808
260,799.9820655
261,764.8643003
262,710.2507382
263,644.5135959
264,557.418941
265,465.78026
266,382.8751996
267,310.0258299
268,247.7410385
269,205.9352683
270,173.1112279
271,152.3434046
272,137.9025345
