0,138.01
1,137.23
2,136.18
3,134.74
4,132.21
5,129.77
6,128.44
7,127.63
8,127.28
9,128.33
10,145.14
11,153.19
12,154.49
13,152.32
14,148.97
15,144.63
16,141.46
17,139.98
18,137.72
19,135.77
20,133.87
21,132.42
22,131.62
23,131.22
24,130.67
25,129.88
26,129.46
27,143.82
28,153.68
29,155.79
30,153.89
31,150.48
32,146.31
33,142.4
34,141.01
35,139.89
36,138.53
37,135.84
38,133.75
39,132.13
40,131.26
41,130.75
42,130.21
43,130.01
44,142.68
45,154.58
46,157.51
47,156.03
48,152.72
49,149.29
50,144.33
51,142.62
52,141.06
53,139.38
54,137.12
55,135
56,133.61
57,132.73
58,131.94
59,131.25
60,130.7
61,140.99
62,154.43
63,158.09
64,157.04
65,153.99
66,151.13
67,145.79
68,143.73
69,142.01
70,140.95
71,139.7
72,137.9
73,135.03
74,133.05
75,131.69
76,130.93
77,130.58
78,140.65
79,154.84
80,158.75
81,157.71
82,154.57
83,151.88
84,146.65
85,144.33
86,142.57
87,141.31
88,140.04
89,137.57
90,135
91,133.13
92,132.01
93,131.26
94,130.79
95,140.54
96,154.79
97,158.56
98,157.42
99,154.22
100,151.22
101,145.93
102,143.58
103,141.82
104,140.57
105,139.17
106,137.52
107,135.8
108,134.47
109,133.37
110,132.26
111,131.45
112,141.82
113,155.27
114,158.7
115,157.22
116,153.65
117,150.23
118,144.68
119,141.64
120,139.12
121,137.86
122,136.67
123,135.57
124,134.5
125,133.46
126,132.44
127,131.34
128,130.62
129,141.11
130,154.64
131,157.92
132,156.32
133,152.74
134,149.16
135,144.13
136,142.3
137,140.63
138,139.52
139,137.95
140,136.25
141,134.7
142,133.52
143,132.35
144,131.49
145,130.76
146,142.48
147,155.56
148,158.49
149,156.72
150,152.96
151,149.27
152,144.4
153,142.56
154,141.09
155,139.95
156,138.45
157,136.96
158,135.52
159,134.24
160,133.2
161,132.36
162,131.89
163,144.63
164,156.85
165,159.34
166,157.34
167,152.49
168,146.69
169,141.67
170,140.16
171,139.4
172,139.26
173,138.5
174,136.3
175,135.14
176,133.66
177,132.68
178,131.54
179,130.55
180,143.3
181,154.63
182,156.31
183,153.65
184,149.06
185,143.73
186,140.53
187,139.25
188,137.64
189,136.57
190,134.93
191,133.29
192,131.87
193,130.55
194,129.65
195,128.84
196,128.38
197,144.68
198,153.39
199,153.82
200,150.58
201,145.76
202,140.34
203,138.54
204,137.28
205,136.03
206,134.85
207,133.14
208,131.42
209,130.15
210,129.11
211,128.03
212,127.28
213,128.4
214,145.61
215,151.71
216,150.8
217,146.81
218,142.27
219,137.28
220,135.87
221,134.87
222,134.16
223,132.82
224,131.11
225,129.69
226,128.58
227,127.36
228,126.38
229,125.48
230,129.75
231,146.34
232,150.83
233,149.45
234,145.1
235,139.87
236,135.14
237,134.13
238,133
239,131.95
240,130.72
241,129.04
242,127.63
243,126.52
244,125.51
245,124.75
246,124.25
247,132.79
248,147.97
249,150.58
250,148.6
251,144.01
252,138.59
253,134.57
254,133.25
255,131.59
256,129.98
257,128.32
